filename,original_filename,source_path,kit_path,required_by_prompt,traffic_light
EP08_REM_Polysomnography_30sec.png,SHARED_REM_Polysomnography_30sec_PD.png,SCHLAFPARALYSE_ASSETS_PHASE2/00_SHARED/01_ORIGINAL_GREEN/SCIENCE_LAB/SHARED_REM_Polysomnography_30sec_PD.png,06_PRODUCTION/EP08_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/02_ASSETS/EP08_REM_Polysomnography_30sec.png,NO,GREEN
EP08_Sleep_Studies_NHLBI_Polysomnography.jpg,SHARED_Sleep_Studies_NHLBI_Polysomnography_PD.jpg,SCHLAFPARALYSE_ASSETS_PHASE2/00_SHARED/01_ORIGINAL_GREEN/SCIENCE_LAB/SHARED_Sleep_Studies_NHLBI_Polysomnography_PD.jpg,06_PRODUCTION/EP08_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/02_ASSETS/EP08_Sleep_Studies_NHLBI_Polysomnography.jpg,NO,GREEN
EP08_EEG_cap_subject.jpg,SHARED_EEG_cap_subject_PD_personality_review.jpg,SCHLAFPARALYSE_ASSETS_PHASE2/00_SHARED/02_REVIEW_YELLOW/SCIENCE_LAB/SHARED_EEG_cap_subject_PD_personality_review.jpg,06_PRODUCTION/EP08_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/02_ASSETS/EP08_EEG_cap_subject.jpg,NO,YELLOW
EP08_Polysomnography_model_side.jpg,SHARED_Polysomnography_model_side_CC-BY-SA-4.0.jpg,SCHLAFPARALYSE_ASSETS_PHASE2/00_SHARED/02_REVIEW_YELLOW/SCIENCE_LAB/SHARED_Polysomnography_model_side_CC-BY-SA-4.0.jpg,06_PRODUCTION/EP08_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/02_ASSETS/EP08_Polysomnography_model_side.jpg,NO,YELLOW
EP08_Polysomnography_sensor_connections.jpg,SHARED_Polysomnography_sensor_connections_CC-BY-SA-4.0.jpg,SCHLAFPARALYSE_ASSETS_PHASE2/00_SHARED/02_REVIEW_YELLOW/SCIENCE_LAB/SHARED_Polysomnography_sensor_connections_CC-BY-SA-4.0.jpg,06_PRODUCTION/EP08_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/02_ASSETS/EP08_Polysomnography_sensor_connections.jpg,NO,YELLOW
EP08_Polysomnography_tester.jpg,SHARED_Polysomnography_tester_CC-BY-SA-4.0.jpg,SCHLAFPARALYSE_ASSETS_PHASE2/00_SHARED/02_REVIEW_YELLOW/SCIENCE_LAB/SHARED_Polysomnography_tester_CC-BY-SA-4.0.jpg,06_PRODUCTION/EP08_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/02_ASSETS/EP08_Polysomnography_tester.jpg,NO,YELLOW
EP08_Shure_SM7_Microphone.jpg,EP08_S01_Shure_SM7_Microphone_CC0.jpg,SCHLAFPARALYSE_ASSETS_PHASE2/EP08/01_ORIGINAL_GREEN/AUDIO_EQUIPMENT/EP08_S01_Shure_SM7_Microphone_CC0.jpg,06_PRODUCTION/EP08_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/02_ASSETS/EP08_Shure_SM7_Microphone.jpg,NO,GREEN
EP08_Amstutz_Electro_Artograph_1895.png,EP08_S01_Amstutz_Electro_Artograph_1895_PD.png,SCHLAFPARALYSE_ASSETS_PHASE2/EP08/01_ORIGINAL_GREEN/HISTORICAL_TECH/EP08_S01_Amstutz_Electro_Artograph_1895_PD.png,06_PRODUCTION/EP08_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/02_ASSETS/EP08_Amstutz_Electro_Artograph_1895.png,NO,GREEN
EP08_fax_machine.jpg,EP08_S01_fax_machine_PD.jpg,SCHLAFPARALYSE_ASSETS_PHASE2/EP08/01_ORIGINAL_GREEN/MEDIA_TECH/EP08_S01_fax_machine_PD.jpg,06_PRODUCTION/EP08_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/02_ASSETS/EP08_fax_machine.jpg,NO,GREEN
EP08_radio_console_microphone.jpg,EP08_S01_radio_console_microphone_PD.jpg,SCHLAFPARALYSE_ASSETS_PHASE2/EP08/01_ORIGINAL_GREEN/MEDIA_TECH/EP08_S01_radio_console_microphone_PD.jpg,06_PRODUCTION/EP08_SCHLAFPARALYSE_V4/IMAGE_GENERATION_KIT/02_ASSETS/EP08_radio_console_microphone.jpg,NO,GREEN
